,AllTags,tags_list,corrected_tags_list,.net,asp.net,c,c#,c++,css,database,html,java,javascript,language-agnostic,linux,mysql,performance,php,python,ruby,sql,sql-server,svn,unit-testing,visual-studio,windows,winforms,xml
3077,linux mount nfs umount nfsclient,"['linux', 'mount', 'nfs', 'umount', 'nfsclient']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,sql-server reporting-services reportbuilder,"['sql-server', 'reporting-services', 'reportbuilder']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3079,windows mbr,"['windows', 'mbr']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3080,sql-server ms-access ssms,"['sql-server', 'ms-access', 'ssms']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3081,resources,['resources'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,c# .net reflection,"['c#', '.net', 'reflection']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,xml xslt xpath,"['xml', 'xslt', 'xpath']",['xml'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3084,linux bash unix command ls,"['linux', 'bash', 'unix', 'command', 'ls']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3085,java jvm process posix signals,"['java', 'jvm', 'process', 'posix', 'signals']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3086,sql-server truncate logging,"['sql-server', 'truncate', 'logging']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3087,c++ erlang,"['c++', 'erlang']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3088,asp.net forms http post,"['asp.net', 'forms', 'http', 'post']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3089,java collections hashmap hashtable,"['java', 'collections', 'hashmap', 'hashtable']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,java methods parameter-passing pass-by-reference pass-by-value,"['java', 'methods', 'parameter-passing', 'pass-by-reference', 'pass-by-value']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,algorithm performance language-agnostic conways-game-of-life,"['algorithm', 'performance', 'language-agnostic', 'conways-game-of-life']","['performance', 'language-agnostic']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3092,git integration version-control bug-tracking,"['git', 'integration', 'version-control', 'bug-tracking']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,agile feature-driven,"['agile', 'feature-driven']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,c# asp.net-mvc,"['c#', 'asp.net-mvc']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3095,crystal-reports,['crystal-reports'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,apache http url syntax square-bracket,"['apache', 'http', 'url', 'syntax', 'square-bracket']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3097,algorithm state,"['algorithm', 'state']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3098,windows-installer versioning,"['windows-installer', 'versioning']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3099,php json,"['php', 'json']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3100,apache-flex flexbuilder,"['apache-flex', 'flexbuilder']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3101,functional-programming continuations callcc,"['functional-programming', 'continuations', 'callcc']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,vb6 collections,"['vb6', 'collections']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,java xml validation xsd,"['java', 'xml', 'validation', 'xsd']","['java', 'xml']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3104,sql tsql join sybase,"['sql', 'tsql', 'join', 'sybase']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3105,c# asp.net user-controls,"['c#', 'asp.net', 'user-controls']","['c#', 'asp.net']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3106,browser plugins google-chrome,"['browser', 'plugins', 'google-chrome']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3107,web-services rest,"['web-services', 'rest']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,google-chrome bug-tracking,"['google-chrome', 'bug-tracking']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,python executable environment shebang,"['python', 'executable', 'environment', 'shebang']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3110,language-agnostic types inference computability,"['language-agnostic', 'types', 'inference', 'computability']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,c# constructor getter setter automatic-properties,"['c#', 'constructor', 'getter', 'setter', 'automatic-properties']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,wpf user-interface,"['wpf', 'user-interface']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,linux shell storage diskspace disk,"['linux', 'shell', 'storage', 'diskspace', 'disk']",['linux'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,.net vb.net casting,"['.net', 'vb.net', 'casting']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,visual-studio,['visual-studio'],['visual-studio'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3116,windows command-line text-files,"['windows', 'command-line', 'text-files']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3117,c# sql-server,"['c#', 'sql-server']","['c#', 'sql-server']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3118,css asp.net-mvc html-helper,"['css', 'asp.net-mvc', 'html-helper']",['css'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3119,.net f# functional-programming units-of-measurement,"['.net', 'f#', 'functional-programming', 'units-of-measurement']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3120,winforms security passwords,"['winforms', 'security', 'passwords']",['winforms'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3121,wpf user-interface,"['wpf', 'user-interface']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,mysql string search phone-number,"['mysql', 'string', 'search', 'phone-number']",['mysql'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3123,web-ide,['web-ide'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3124,javascript asp.net-ajax postback lifecycle,"['javascript', 'asp.net-ajax', 'postback', 'lifecycle']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,php automation download,"['php', 'automation', 'download']",['php'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3126,database visual-studio-2008 svn version-control,"['database', 'visual-studio-2008', 'svn', 'version-control']","['database', 'svn']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3127,javascript dom,"['javascript', 'dom']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,linkedin social-media,"['linkedin', 'social-media']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,javascript google-chrome v8,"['javascript', 'google-chrome', 'v8']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,codeigniter zend-framework smarty,"['codeigniter', 'zend-framework', 'smarty']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,grails,['grails'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,javascript jquery scroll client-side,"['javascript', 'jquery', 'scroll', 'client-side']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,visual-studio-2008 search tfs code-search-engine,"['visual-studio-2008', 'search', 'tfs', 'code-search-engine']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,c++ stl,"['c++', 'stl']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,asp.net,['asp.net'],['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,java debugging emacs ide javadoc,"['java', 'debugging', 'emacs', 'ide', 'javadoc']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,java string random alphanumeric,"['java', 'string', 'random', 'alphanumeric']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,mysql ruby gem,"['mysql', 'ruby', 'gem']","['mysql', 'ruby']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3139,.net wcf web-services,"['.net', 'wcf', 'web-services']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,c#,['c#'],['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,javascript jquery,"['javascript', 'jquery']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,ruby audio mp3 visualization waveform,"['ruby', 'audio', 'mp3', 'visualization', 'waveform']",['ruby'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3143,css image,"['css', 'image']",['css'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,javascript,['javascript'],['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,apache macos ssl https mamp,"['apache', 'macos', 'ssl', 'https', 'mamp']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,.net security encryption cryptography,"['.net', 'security', 'encryption', 'cryptography']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,java sqlite,"['java', 'sqlite']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,c# linq linq-to-objects,"['c#', 'linq', 'linq-to-objects']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,sql-server merge replication,"['sql-server', 'merge', 'replication']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3150,macos spotlight,"['macos', 'spotlight']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,asp.net multithreading web-applications caching file-io,"['asp.net', 'multithreading', 'web-applications', 'caching', 'file-io']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,windows emacs,"['windows', 'emacs']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3153,.net wpf search user-controls,"['.net', 'wpf', 'search', 'user-controls']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,c# .net linq list,"['c#', '.net', 'linq', 'list']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,algorithm language-agnostic scalability,"['algorithm', 'language-agnostic', 'scalability']",['language-agnostic'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,c# generics exception,"['c#', 'generics', 'exception']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,c++ c variadic-functions,"['c++', 'c', 'variadic-functions']","['c++', 'c']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,php mysql,"['php', 'mysql']","['php', 'mysql']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3159,search-engine,['search-engine'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,nlp,['nlp'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,asp.net postback viewstate,"['asp.net', 'postback', 'viewstate']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,javascript soap wsdl,"['javascript', 'soap', 'wsdl']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,c# sql-server replication,"['c#', 'sql-server', 'replication']","['c#', 'sql-server']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3164,c++ reflection templates sfinae,"['c++', 'reflection', 'templates', 'sfinae']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,licensing,['licensing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,php language-agnostic,"['php', 'language-agnostic']","['php', 'language-agnostic']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3167,c# type-inference var,"['c#', 'type-inference', 'var']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,ruby-on-rails session,"['ruby-on-rails', 'session']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,java serialization,"['java', 'serialization']",['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,web-services api timezone geocoding,"['web-services', 'api', 'timezone', 'geocoding']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,java svn jakarta-ee version-control code-organization,"['java', 'svn', 'jakarta-ee', 'version-control', 'code-organization']","['java', 'svn']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3172,python django authentication session cookies,"['python', 'django', 'authentication', 'session', 'cookies']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3173,xml xsd namespaces,"['xml', 'xsd', 'namespaces']",['xml'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3174,python monkeypatching,"['python', 'monkeypatching']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3175,c# multithreading unit-testing testing,"['c#', 'multithreading', 'unit-testing', 'testing']","['c#', 'unit-testing']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3176,testing design-patterns qa regression,"['testing', 'design-patterns', 'qa', 'regression']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,c++ namespaces,"['c++', 'namespaces']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,user-interface testing integration-testing,"['user-interface', 'testing', 'integration-testing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,c# orm castle-activerecord dto-mapping,"['c#', 'orm', 'castle-activerecord', 'dto-mapping']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,asp.net authentication,"['asp.net', 'authentication']",['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,c++ image steganography,"['c++', 'image', 'steganography']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,c# image-manipulation,"['c#', 'image-manipulation']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,.net xml xsd,"['.net', 'xml', 'xsd']","['.net', 'xml']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3184,c++ macos macos-carbon,"['c++', 'macos', 'macos-carbon']",['c++'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,javascript jquery html internet-explorer-7 tablesorter,"['javascript', 'jquery', 'html', 'internet-explorer-7', 'tablesorter']","['javascript', 'html']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,c windows visual-studio windows-services,"['c', 'windows', 'visual-studio', 'windows-services']","['c', 'windows', 'visual-studio']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3187,python tuples,"['python', 'tuples']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3188,asp.net-mvc webforms,"['asp.net-mvc', 'webforms']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,asp.net-mvc user-controls,"['asp.net-mvc', 'user-controls']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,theory dsl,"['theory', 'dsl']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,delphi arrays sorting,"['delphi', 'arrays', 'sorting']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,svn tortoisesvn google-code,"['svn', 'tortoisesvn', 'google-code']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3193,sql oracle tsql,"['sql', 'oracle', 'tsql']",['sql'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3194,compiler-construction interpreter parsing compiler-theory language-theory,"['compiler-construction', 'interpreter', 'parsing', 'compiler-theory', 'language-theory']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,c# .net multithreading thread-safety,"['c#', '.net', 'multithreading', 'thread-safety']","['c#', '.net']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,.net winforms components,"['.net', 'winforms', 'components']","['.net', 'winforms']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3197,asp.net,['asp.net'],['asp.net'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,sql-server performance,"['sql-server', 'performance']","['sql-server', 'performance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3199,c# visual-studio build-process,"['c#', 'visual-studio', 'build-process']","['c#', 'visual-studio']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3200,performance testing web-applications benchmarking,"['performance', 'testing', 'web-applications', 'benchmarking']",['performance'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3201,sql-server transactions bulkinsert,"['sql-server', 'transactions', 'bulkinsert']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3202,java,['java'],['java'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,open-source licensing,"['open-source', 'licensing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,c# asp.net winforms visual-studio,"['c#', 'asp.net', 'winforms', 'visual-studio']","['c#', 'asp.net', 'winforms', 'visual-studio']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3205,database,['database'],['database'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,eclipse svn,"['eclipse', 'svn']",['svn'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3207,gis latitude-longitude proj4js proj,"['gis', 'latitude-longitude', 'proj4js', 'proj']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,javascript date,"['javascript', 'date']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,version-control,['version-control'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,python linux cross-platform desktop,"['python', 'linux', 'cross-platform', 'desktop']","['python', 'linux']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3211,fuzzy-search,['fuzzy-search'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,c# xml,"['c#', 'xml']","['c#', 'xml']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3213,fuzzy-search soundex algorithm,"['fuzzy-search', 'soundex', 'algorithm']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,sql-server indexing sql-server-2005,"['sql-server', 'indexing', 'sql-server-2005']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3215,.net exif,"['.net', 'exif']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,python tuples,"['python', 'tuples']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3217,javascript json newline,"['javascript', 'json', 'newline']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,unix shell,"['unix', 'shell']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,captcha,['captcha'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,python identicon,"['python', 'identicon']",['python'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3221,java unit-testing junit singleton,"['java', 'unit-testing', 'junit', 'singleton']","['java', 'unit-testing']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3222,c gcc,"['c', 'gcc']",['c'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,google-chrome process,"['google-chrome', 'process']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,sql-server port msde,"['sql-server', 'port', 'msde']",['sql-server'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3225,c# .net unit-testing windows-services,"['c#', '.net', 'unit-testing', 'windows-services']","['c#', '.net', 'unit-testing']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3226,html xslt calendar,"['html', 'xslt', 'calendar']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,html escaping markup blogger,"['html', 'escaping', 'markup', 'blogger']",['html'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,c# design-patterns .net-3.5 partial-methods,"['c#', 'design-patterns', '.net-3.5', 'partial-methods']",['c#'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,vb.net serial-port,"['vb.net', 'serial-port']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,linq linq-to-sql,"['linq', 'linq-to-sql']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,windows hex directory,"['windows', 'hex', 'directory']",['windows'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3232,c# mysql linux linq mono,"['c#', 'mysql', 'linux', 'linq', 'mono']","['c#', 'mysql', 'linux']",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3233,cd embeddedwebserver,"['cd', 'embeddedwebserver']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3234,javascript,['javascript'],['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3235,.net mef,"['.net', 'mef']",['.net'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3236,javascript jquery animation,"['javascript', 'jquery', 'animation']",['javascript'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
