,AllTags,tags_list,corrected_tags_list
3232,c# mysql linux linq mono,"['c#', 'mysql', 'linux', 'linq', 'mono']","['c#', 'mysql', 'linux']"
3233,cd embeddedwebserver,"['cd', 'embeddedwebserver']",[]
3234,javascript,['javascript'],['javascript']
3235,.net mef,"['.net', 'mef']",['.net']
3236,javascript jquery animation,"['javascript', 'jquery', 'animation']",['javascript']
3237,css html footer sticky-footer,"['css', 'html', 'footer', 'sticky-footer']","['css', 'html']"
3238,c++ c header,"['c++', 'c', 'header']","['c++', 'c']"
3239,javascript,['javascript'],['javascript']
3240,apache-flex video streaming,"['apache-flex', 'video', 'streaming']",[]
3241,regex language-agnostic validation,"['regex', 'language-agnostic', 'validation']",['language-agnostic']
3242,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']"
3243,visual-studio installation windows-installer exe,"['visual-studio', 'installation', 'windows-installer', 'exe']",['visual-studio']
3244,java xml dom concurrency,"['java', 'xml', 'dom', 'concurrency']","['java', 'xml']"
3245,c# oracle coalesce,"['c#', 'oracle', 'coalesce']",['c#']
3246,language-agnostic conditional,"['language-agnostic', 'conditional']",['language-agnostic']
3247,asp.net vb.net .net-2.0 repeater button,"['asp.net', 'vb.net', '.net-2.0', 'repeater', 'button']",['asp.net']
3248,web-applications openid,"['web-applications', 'openid']",[]
3249,c# point-of-sale,"['c#', 'point-of-sale']",['c#']
3250,sql-server smo,"['sql-server', 'smo']",['sql-server']
3251,.net winforms user-interface windows-xp,"['.net', 'winforms', 'user-interface', 'windows-xp']","['.net', 'winforms']"
3252,msdn,['msdn'],[]
3253,.net windows networking remoting,"['.net', 'windows', 'networking', 'remoting']","['.net', 'windows']"
3254,python ms-word,"['python', 'ms-word']",['python']
3255,oracle olap cubes,"['oracle', 'olap', 'cubes']",[]
3256,asp.net asp.net-ajax,"['asp.net', 'asp.net-ajax']",['asp.net']
3257,c# .net multithreading singleton thread-safety,"['c#', '.net', 'multithreading', 'singleton', 'thread-safety']","['c#', '.net']"
3258,google-app-engine,['google-app-engine'],[]
3259,networking latency dead-reckoning,"['networking', 'latency', 'dead-reckoning']",[]
3260,algorithm matrix multidimensional-array,"['algorithm', 'matrix', 'multidimensional-array']",[]
3261,c++ windows winapi,"['c++', 'windows', 'winapi']","['c++', 'windows']"
3262,java graphics,"['java', 'graphics']",['java']
3263,build-process build-automation spell-checking build,"['build-process', 'build-automation', 'spell-checking', 'build']",[]
3264,python design-patterns singleton,"['python', 'design-patterns', 'singleton']",['python']
3265,ruby networking,"['ruby', 'networking']",['ruby']
3266,python regex,"['python', 'regex']",['python']
3267,asp.net-mvc,['asp.net-mvc'],[]
3268,c# design-patterns language-features double-dispatch,"['c#', 'design-patterns', 'language-features', 'double-dispatch']",['c#']
3269,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']"
3270,c# mono cross-platform,"['c#', 'mono', 'cross-platform']",['c#']
3271,visual-studio ide scripting,"['visual-studio', 'ide', 'scripting']",['visual-studio']
3272,sql sql-server tsql,"['sql', 'sql-server', 'tsql']","['sql', 'sql-server']"
3273,database performance scalability,"['database', 'performance', 'scalability']","['database', 'performance']"
3274,.net ironpython ironruby dynamic-language-runtime dynamic-languages,"['.net', 'ironpython', 'ironruby', 'dynamic-language-runtime', 'dynamic-languages']",['.net']
3275,dependency-injection,['dependency-injection'],[]
3276,.net wcf,"['.net', 'wcf']",['.net']
3277,html drop-down-menu html-select,"['html', 'drop-down-menu', 'html-select']",['html']
3278,c++,['c++'],['c++']
3279,perl dbi cpan,"['perl', 'dbi', 'cpan']",[]
3280,unit-testing language-agnostic,"['unit-testing', 'language-agnostic']","['unit-testing', 'language-agnostic']"
3281,user-interface usability,"['user-interface', 'usability']",[]
3282,iis deployment,"['iis', 'deployment']",[]
3283,asp.net background scheduled-tasks out-of-band,"['asp.net', 'background', 'scheduled-tasks', 'out-of-band']",['asp.net']
3284,.net entity-framework .net-3.5,"['.net', 'entity-framework', '.net-3.5']",['.net']
3285,asp.net,['asp.net'],['asp.net']
3286,language-agnostic passwords database-connection,"['language-agnostic', 'passwords', 'database-connection']",['language-agnostic']
3287,c# syntax repository,"['c#', 'syntax', 'repository']",['c#']
3288,user-interface usability metrics,"['user-interface', 'usability', 'metrics']",[]
3289,mysql sql c database,"['mysql', 'sql', 'c', 'database']","['mysql', 'sql', 'c', 'database']"
3290,google-chrome,['google-chrome'],[]
3291,dynamic-languages,['dynamic-languages'],[]
3292,python date,"['python', 'date']",['python']
3293,c# winforms autocomplete,"['c#', 'winforms', 'autocomplete']","['c#', 'winforms']"
3294,macos configuration mercurial perforce p4merge,"['macos', 'configuration', 'mercurial', 'perforce', 'p4merge']",[]
3295,c# java regex regex-negation,"['c#', 'java', 'regex', 'regex-negation']","['c#', 'java']"
3296,asp.net-mvc frameworks spring.net,"['asp.net-mvc', 'frameworks', 'spring.net']",[]
3297,visual-studio-2008 web-applications,"['visual-studio-2008', 'web-applications']",[]
3298,c# foreach,"['c#', 'foreach']",['c#']
3299,algorithm colors,"['algorithm', 'colors']",[]
3300,c# casting,"['c#', 'casting']",['c#']
3301,python dvcs bazaar,"['python', 'dvcs', 'bazaar']",['python']
3302,database linq-to-sql,"['database', 'linq-to-sql']",['database']
3303,c external-process,"['c', 'external-process']",['c']
3304,ruby syntax,"['ruby', 'syntax']",['ruby']
3305,java io stream,"['java', 'io', 'stream']",['java']
3306,operating-system kernel osdev,"['operating-system', 'kernel', 'osdev']",[]
3307,java internationalization tapestry,"['java', 'internationalization', 'tapestry']",['java']
3308,asp.net javascript,"['asp.net', 'javascript']","['asp.net', 'javascript']"
3309,c# math graph,"['c#', 'math', 'graph']",['c#']
3310,asp.net-mvc,['asp.net-mvc'],[]
3311,sql-server tsql stored-procedures,"['sql-server', 'tsql', 'stored-procedures']",['sql-server']
3312,c++ performance exception visual-c++ gcc,"['c++', 'performance', 'exception', 'visual-c++', 'gcc']","['c++', 'performance']"
3313,windows command-line console cmd,"['windows', 'command-line', 'console', 'cmd']",['windows']
3314,c# .net arrays performance j#,"['c#', '.net', 'arrays', 'performance', 'j#']","['c#', '.net', 'performance']"
3315,python django url django-urls,"['python', 'django', 'url', 'django-urls']",['python']
3316,iphone python cocoa-touch,"['iphone', 'python', 'cocoa-touch']",['python']
3317,.net session nhibernate flush,"['.net', 'session', 'nhibernate', 'flush']",['.net']
3318,bash shell zsh,"['bash', 'shell', 'zsh']",[]
3319,c++ api plugins compiler-construction,"['c++', 'api', 'plugins', 'compiler-construction']",['c++']
3320,c# asp.net session yui,"['c#', 'asp.net', 'session', 'yui']","['c#', 'asp.net']"
3321,linux unix batch-file cron,"['linux', 'unix', 'batch-file', 'cron']",['linux']
3322,python sql metadata coupling data-driven,"['python', 'sql', 'metadata', 'coupling', 'data-driven']","['python', 'sql']"
3323,php git version-control,"['php', 'git', 'version-control']",['php']
3324,nhibernate orm,"['nhibernate', 'orm']",[]
3325,html css,"['html', 'css']","['html', 'css']"
3326,mysql,['mysql'],['mysql']
3327,web-crawler bots robots.txt googlebot slurp,"['web-crawler', 'bots', 'robots.txt', 'googlebot', 'slurp']",[]
3328,javascript xml dom serialization,"['javascript', 'xml', 'dom', 'serialization']","['javascript', 'xml']"
3329,javascript jquery dialog,"['javascript', 'jquery', 'dialog']",['javascript']
3330,apache authentication kerberos,"['apache', 'authentication', 'kerberos']",[]
3331,c# .net collections,"['c#', '.net', 'collections']","['c#', '.net']"
3332,c# polymorphism,"['c#', 'polymorphism']",['c#']
3333,c# .net winforms,"['c#', '.net', 'winforms']","['c#', '.net', 'winforms']"
3334,javascript html cross-browser textarea,"['javascript', 'html', 'cross-browser', 'textarea']","['javascript', 'html']"
3335,python mime,"['python', 'mime']",['python']
3336,javascript google-maps prototypejs,"['javascript', 'google-maps', 'prototypejs']",['javascript']
3337,php,['php'],['php']
3338,wpf interop xna direct3d,"['wpf', 'interop', 'xna', 'direct3d']",[]
3339,regex,['regex'],[]
3340,.net wpf diagram,"['.net', 'wpf', 'diagram']",['.net']
3341,html css radio-button styles,"['html', 'css', 'radio-button', 'styles']","['html', 'css']"
3342,decompiling,['decompiling'],[]
3343,python frameworks cgi wsgi,"['python', 'frameworks', 'cgi', 'wsgi']",['python']
3344,c# unit-testing datetime testing,"['c#', 'unit-testing', 'datetime', 'testing']","['c#', 'unit-testing']"
3345,asp.net asp.net-mvc performance webforms,"['asp.net', 'asp.net-mvc', 'performance', 'webforms']","['asp.net', 'performance']"
3346,emacs cscope,"['emacs', 'cscope']",[]
3347,.net wpf performance,"['.net', 'wpf', 'performance']","['.net', 'performance']"
3348,python math modulo,"['python', 'math', 'modulo']",['python']
3349,language-agnostic terminology,"['language-agnostic', 'terminology']",['language-agnostic']
3350,windows ruby gem,"['windows', 'ruby', 'gem']","['windows', 'ruby']"
3351,java date calendar,"['java', 'date', 'calendar']",['java']
3352,asp.net html vb.net,"['asp.net', 'html', 'vb.net']","['asp.net', 'html']"
3353,c# rule-engine,"['c#', 'rule-engine']",['c#']
3354,java oracle,"['java', 'oracle']",['java']
3355,jsp jstl uri taglib,"['jsp', 'jstl', 'uri', 'taglib']",[]
3356,javascript jquery,"['javascript', 'jquery']",['javascript']
3357,sql sql-server oracle sybase datediff,"['sql', 'sql-server', 'oracle', 'sybase', 'datediff']","['sql', 'sql-server']"
3358,wcf scalability soa,"['wcf', 'scalability', 'soa']",[]
3359,java date,"['java', 'date']",['java']
3360,database oracle service administration sid,"['database', 'oracle', 'service', 'administration', 'sid']",['database']
3361,sql postgresql group-by string-aggregation,"['sql', 'postgresql', 'group-by', 'string-aggregation']",['sql']
3362,html user-interface html-select,"['html', 'user-interface', 'html-select']",['html']
3363,mp3 ffmpeg,"['mp3', 'ffmpeg']",[]
3364,visual-studio add-in,"['visual-studio', 'add-in']",['visual-studio']
3365,javascript jquery css-selectors,"['javascript', 'jquery', 'css-selectors']",['javascript']
3366,sql-server database,"['sql-server', 'database']","['sql-server', 'database']"
3367,javascript,['javascript'],['javascript']
3368,configuration firewall sendmail smarthost,"['configuration', 'firewall', 'sendmail', 'smarthost']",[]
3369,seo,['seo'],[]
3370,security flash embed,"['security', 'flash', 'embed']",[]
3371,svn git version-control mercurial,"['svn', 'git', 'version-control', 'mercurial']",['svn']
3372,java c++ oracle transactions jta,"['java', 'c++', 'oracle', 'transactions', 'jta']","['java', 'c++']"
3373,parsing shell diff compare logging,"['parsing', 'shell', 'diff', 'compare', 'logging']",[]
3374,sql-server triggers metadata,"['sql-server', 'triggers', 'metadata']",['sql-server']
3375,sql sql-server tsql rounding,"['sql', 'sql-server', 'tsql', 'rounding']","['sql', 'sql-server']"
3376,apache logging webserver apache2 apache2.4,"['apache', 'logging', 'webserver', 'apache2', 'apache2.4']",[]
3377,f# functional-programming lambda,"['f#', 'functional-programming', 'lambda']",[]
3378,html regex actionscript-3 string tags,"['html', 'regex', 'actionscript-3', 'string', 'tags']",['html']
3379,python documentation python-module,"['python', 'documentation', 'python-module']",['python']
3380,ftp sftp filezilla,"['ftp', 'sftp', 'filezilla']",[]
3381,python image watermark,"['python', 'image', 'watermark']",['python']
3382,django django-models django-authentication django-users,"['django', 'django-models', 'django-authentication', 'django-users']",[]
3383,sql-server alter-table,"['sql-server', 'alter-table']",['sql-server']
3384,winforms textbox,"['winforms', 'textbox']",['winforms']
3385,python django,"['python', 'django']",['python']
3386,ruby-on-rails database activerecord sharding,"['ruby-on-rails', 'database', 'activerecord', 'sharding']",['database']
3387,.net reflection,"['.net', 'reflection']",['.net']
3388,c# .net video encoding,"['c#', '.net', 'video', 'encoding']","['c#', '.net']"
3389,svn full-text-search,"['svn', 'full-text-search']",['svn']
3390,sql,['sql'],['sql']
3391,javascript dom,"['javascript', 'dom']",['javascript']
3392,asp.net vb.net file-io csv,"['asp.net', 'vb.net', 'file-io', 'csv']",['asp.net']
3393,xml serialization data-structures,"['xml', 'serialization', 'data-structures']",['xml']
3394,c# performance loops,"['c#', 'performance', 'loops']","['c#', 'performance']"
3395,winapi mfc,"['winapi', 'mfc']",[]
3396,windows cmd,"['windows', 'cmd']",['windows']
3397,design-patterns database-design,"['design-patterns', 'database-design']",[]
3398,csv load-data-infile,"['csv', 'load-data-infile']",[]
3399,c# string comparison,"['c#', 'string', 'comparison']",['c#']
3400,unit-testing testing wmi,"['unit-testing', 'testing', 'wmi']",['unit-testing']
3401,python oop,"['python', 'oop']",['python']
3402,asp.net javascript dom iframe,"['asp.net', 'javascript', 'dom', 'iframe']","['asp.net', 'javascript']"
3403,testing state global global-state,"['testing', 'state', 'global', 'global-state']",[]
3404,sql-server reporting-services formatting,"['sql-server', 'reporting-services', 'formatting']",['sql-server']
3405,c# unicode pop3,"['c#', 'unicode', 'pop3']",['c#']
3406,asp.net security encryption,"['asp.net', 'security', 'encryption']",['asp.net']
3407,wpf fonts stream,"['wpf', 'fonts', 'stream']",[]
3408,java eclipse maven-2,"['java', 'eclipse', 'maven-2']",['java']
3409,c# floating-point random,"['c#', 'floating-point', 'random']",['c#']
3410,visual-studio clickonce versioning,"['visual-studio', 'clickonce', 'versioning']",['visual-studio']
3411,c# code-generation wmi,"['c#', 'code-generation', 'wmi']",['c#']
3412,authentication single-sign-on,"['authentication', 'single-sign-on']",[]
3413,html email,"['html', 'email']",['html']
3414,algorithm paging,"['algorithm', 'paging']",[]
3415,logging,['logging'],[]
3416,svn build-process release revision,"['svn', 'build-process', 'release', 'revision']",['svn']
3417,c numbers,"['c', 'numbers']",['c']
3418,svn version-control visual-sourcesafe,"['svn', 'version-control', 'visual-sourcesafe']",['svn']
3419,.net macos vmware virtualization,"['.net', 'macos', 'vmware', 'virtualization']",['.net']
3420,unit-testing nunit,"['unit-testing', 'nunit']",['unit-testing']
3421,ruby-on-rails ruby,"['ruby-on-rails', 'ruby']",['ruby']
3422,version-control,['version-control'],[]
3423,.net static-analysis ndepend,"['.net', 'static-analysis', 'ndepend']",['.net']
3424,c# multithreading exception,"['c#', 'multithreading', 'exception']",['c#']
3425,regex vb6,"['regex', 'vb6']",[]
3426,c++ performance collections data-integrity,"['c++', 'performance', 'collections', 'data-integrity']","['c++', 'performance']"
3427,.net arrays vb.net,"['.net', 'arrays', 'vb.net']",['.net']
3428,git,['git'],[]
3429,ruby,['ruby'],['ruby']
3430,fonts windows-xp antialiasing,"['fonts', 'windows-xp', 'antialiasing']",[]
3431,eclipse svn subclipse,"['eclipse', 'svn', 'subclipse']",['svn']
3432,c# .net,"['c#', '.net']","['c#', '.net']"
3433,python string list,"['python', 'string', 'list']",['python']
3434,cuda gpgpu,"['cuda', 'gpgpu']",[]
3435,security command-line code-injection,"['security', 'command-line', 'code-injection']",[]
3436,java jini,"['java', 'jini']",['java']
3437,python syntax namespaces,"['python', 'syntax', 'namespaces']",['python']
3438,java ant javadoc classcastexception,"['java', 'ant', 'javadoc', 'classcastexception']",['java']
3439,javascript jquery dom html-select,"['javascript', 'jquery', 'dom', 'html-select']",['javascript']
3440,c# switch-statement,"['c#', 'switch-statement']",['c#']
3441,java delegates,"['java', 'delegates']",['java']
3442,sql join,"['sql', 'join']",['sql']
3443,apache http etag,"['apache', 'http', 'etag']",[]
3444,.net cil,"['.net', 'cil']",['.net']
3445,c# generics casting,"['c#', 'generics', 'casting']",['c#']
3446,haskell f# functional-programming language-comparisons,"['haskell', 'f#', 'functional-programming', 'language-comparisons']",[]
3447,haskell functional-programming monads terminology,"['haskell', 'functional-programming', 'monads', 'terminology']",[]
3448,c# windows,"['c#', 'windows']","['c#', 'windows']"
3449,c# linq,"['c#', 'linq']",['c#']
3450,css css-selectors,"['css', 'css-selectors']",['css']
3451,javascript json,"['javascript', 'json']",['javascript']
3452,c# .net string .net-3.5 nullable,"['c#', '.net', 'string', '.net-3.5', 'nullable']","['c#', '.net']"
3453,.net dispose idisposable,"['.net', 'dispose', 'idisposable']",['.net']
3454,svn version-control,"['svn', 'version-control']",['svn']
3455,.net linq linq-to-sql,"['.net', 'linq', 'linq-to-sql']",['.net']
3456,java c++ soap,"['java', 'c++', 'soap']","['java', 'c++']"
3457,sql regex sql-injection,"['sql', 'regex', 'sql-injection']",['sql']
3458,javascript browser,"['javascript', 'browser']",['javascript']
3459,python packages,"['python', 'packages']",['python']
3460,naming-conventions interface versioning,"['naming-conventions', 'interface', 'versioning']",[]
3461,c# interop lotus-notes,"['c#', 'interop', 'lotus-notes']",['c#']
3462,gcc linker,"['gcc', 'linker']",[]
3463,javascript com activex,"['javascript', 'com', 'activex']",['javascript']
3464,asp.net webforms viewstate page-lifecycle,"['asp.net', 'webforms', 'viewstate', 'page-lifecycle']",['asp.net']
3465,asp.net asp-classic,"['asp.net', 'asp-classic']",['asp.net']
3466,iis,['iis'],[]
3467,visual-studio visual-studio-2008 formatting editor line-endings,"['visual-studio', 'visual-studio-2008', 'formatting', 'editor', 'line-endings']",['visual-studio']
3468,functional-programming lisp list,"['functional-programming', 'lisp', 'list']",[]
3469,python performance complexity-theory big-o sequences,"['python', 'performance', 'complexity-theory', 'big-o', 'sequences']","['python', 'performance']"
3470,macos ubuntu ssh port,"['macos', 'ubuntu', 'ssh', 'port']",[]
3471,css google-chrome portability,"['css', 'google-chrome', 'portability']",['css']
3472,django calendar,"['django', 'calendar']",[]
3473,ruby-on-rails openid,"['ruby-on-rails', 'openid']",[]
3474,c++ windows console,"['c++', 'windows', 'console']","['c++', 'windows']"
3475,c# asp.net sms,"['c#', 'asp.net', 'sms']","['c#', 'asp.net']"
3476,asp.net visual-studio visual-studio-2008,"['asp.net', 'visual-studio', 'visual-studio-2008']","['asp.net', 'visual-studio']"
3477,asp.net url rest friendly-url,"['asp.net', 'url', 'rest', 'friendly-url']",['asp.net']
3478,java tomcat servlets,"['java', 'tomcat', 'servlets']",['java']
3479,python audio mp3,"['python', 'audio', 'mp3']",['python']
3480,database guid uuid,"['database', 'guid', 'uuid']",['database']
3481,version-control,['version-control'],[]
3482,firefox browser internet-explorer-8,"['firefox', 'browser', 'internet-explorer-8']",[]
3483,interpreter jit .net-assembly,"['interpreter', 'jit', '.net-assembly']",[]
3484,.net unit-testing nunit nant,"['.net', 'unit-testing', 'nunit', 'nant']","['.net', 'unit-testing']"
3485,sql visual-studio stored-procedures,"['sql', 'visual-studio', 'stored-procedures']","['sql', 'visual-studio']"
3486,language-agnostic icalendar rfc2445 rfc5545,"['language-agnostic', 'icalendar', 'rfc2445', 'rfc5545']",['language-agnostic']
3487,perl model-view-controller,"['perl', 'model-view-controller']",[]
3488,c# .net xml .net-3.5 streaming,"['c#', '.net', 'xml', '.net-3.5', 'streaming']","['c#', '.net', 'xml']"
3489,mysql subquery sql-delete mysql-error-1093,"['mysql', 'subquery', 'sql-delete', 'mysql-error-1093']",['mysql']
3490,python interface wacom,"['python', 'interface', 'wacom']",['python']
3491,python favicon,"['python', 'favicon']",['python']
3492,.net installation inno-setup,"['.net', 'installation', 'inno-setup']",['.net']
3493,c++ winapi wtl,"['c++', 'winapi', 'wtl']",['c++']
3494,asp-classic,['asp-classic'],[]
3495,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']"
3496,python tkinter tk,"['python', 'tkinter', 'tk']",['python']
3497,java spring http-status-code-403 httpforbiddenhandler,"['java', 'spring', 'http-status-code-403', 'httpforbiddenhandler']",['java']
3498,c# .net guid,"['c#', '.net', 'guid']","['c#', '.net']"
3499,c# visual-studio-2008 msbuild installation cruisecontrol.net,"['c#', 'visual-studio-2008', 'msbuild', 'installation', 'cruisecontrol.net']",['c#']
3500,javascript jquery user-interface dialog,"['javascript', 'jquery', 'user-interface', 'dialog']",['javascript']
3501,c# .net generics,"['c#', '.net', 'generics']","['c#', '.net']"
3502,sql postgresql,"['sql', 'postgresql']",['sql']
3503,javascript arrays,"['javascript', 'arrays']",['javascript']
3504,database-design oop,"['database-design', 'oop']",[]
3505,svn tortoisesvn default author,"['svn', 'tortoisesvn', 'default', 'author']",['svn']
3506,c++ c memory-leaks,"['c++', 'c', 'memory-leaks']","['c++', 'c']"
3507,sql linq linq-to-sql,"['sql', 'linq', 'linq-to-sql']",['sql']
3508,visual-studio projects-and-solutions,"['visual-studio', 'projects-and-solutions']",['visual-studio']
3509,sql-server,['sql-server'],['sql-server']
3510,visual-studio,['visual-studio'],['visual-studio']
3511,.net compilation native-code,"['.net', 'compilation', 'native-code']",['.net']
3512,c# wpf architecture,"['c#', 'wpf', 'architecture']",['c#']
3513,visual-studio performance visual-studio-2005 profiling metrics,"['visual-studio', 'performance', 'visual-studio-2005', 'profiling', 'metrics']","['visual-studio', 'performance']"
3514,c# events reflection delegates,"['c#', 'events', 'reflection', 'delegates']",['c#']
3515,.net php deployment web-applications,"['.net', 'php', 'deployment', 'web-applications']","['.net', 'php']"
3516,windows perl cgi background fork,"['windows', 'perl', 'cgi', 'background', 'fork']",['windows']
3517,wpf element visualtreehelper visual-tree,"['wpf', 'element', 'visualtreehelper', 'visual-tree']",[]
3518,search-engine website-metrics,"['search-engine', 'website-metrics']",[]
3519,javascript html,"['javascript', 'html']","['javascript', 'html']"
3520,asp.net maintenance,"['asp.net', 'maintenance']",['asp.net']
3521,javascript emacs ide js2-mode,"['javascript', 'emacs', 'ide', 'js2-mode']",['javascript']
3522,java eclipse rcp jface wizard,"['java', 'eclipse', 'rcp', 'jface', 'wizard']",['java']
3523,mysql partitioning database-performance sharding,"['mysql', 'partitioning', 'database-performance', 'sharding']",['mysql']
3524,tfs merge branch,"['tfs', 'merge', 'branch']",[]
3525,javascript jquery arrays sorting html-select,"['javascript', 'jquery', 'arrays', 'sorting', 'html-select']",['javascript']
3526,objective-c macos cocoa,"['objective-c', 'macos', 'cocoa']",[]
3527,xml xslt xslt-1.0,"['xml', 'xslt', 'xslt-1.0']",['xml']
3528,visual-studio projects-and-solutions,"['visual-studio', 'projects-and-solutions']",['visual-studio']
3529,svn version-control,"['svn', 'version-control']",['svn']
3530,xml macos,"['xml', 'macos']",['xml']
3531,php,['php'],['php']
3532,python x86 mips elf dwarf,"['python', 'x86', 'mips', 'elf', 'dwarf']",['python']
3533,java types casting,"['java', 'types', 'casting']",['java']
3534,c++ file-io fstream mmap,"['c++', 'file-io', 'fstream', 'mmap']",['c++']
3535,c# .net wpf winforms,"['c#', '.net', 'wpf', 'winforms']","['c#', '.net', 'winforms']"
3536,html wiki markup,"['html', 'wiki', 'markup']",['html']
3537,.net visual-studio configuration,"['.net', 'visual-studio', 'configuration']","['.net', 'visual-studio']"
3538,rest,['rest'],[]
3539,duplicates data-quality record-linkage,"['duplicates', 'data-quality', 'record-linkage']",[]
3540,updating patch,"['updating', 'patch']",[]
3541,design-patterns validation oop,"['design-patterns', 'validation', 'oop']",[]
3542,c# winforms,"['c#', 'winforms']","['c#', 'winforms']"
3543,php hosting dns,"['php', 'hosting', 'dns']",['php']
3544,asp.net javascript jquery webforms .net-1.1,"['asp.net', 'javascript', 'jquery', 'webforms', '.net-1.1']","['asp.net', 'javascript']"
3545,svn tortoisesvn,"['svn', 'tortoisesvn']",['svn']
3546,css browser conditional,"['css', 'browser', 'conditional']",['css']
3547,xml xpath,"['xml', 'xpath']",['xml']
3548,c# .net linq lambda,"['c#', '.net', 'linq', 'lambda']","['c#', '.net']"
3549,apache-flex flash actionscript-3 porting,"['apache-flex', 'flash', 'actionscript-3', 'porting']",[]
3550,java regex,"['java', 'regex']",['java']
3551,css safari google-chrome webkit,"['css', 'safari', 'google-chrome', 'webkit']",['css']
3552,javascript regex validation email email-validation,"['javascript', 'regex', 'validation', 'email', 'email-validation']",['javascript']
3553,java performance string,"['java', 'performance', 'string']","['java', 'performance']"
3554,javascript jquery performance css-selectors,"['javascript', 'jquery', 'performance', 'css-selectors']","['javascript', 'performance']"
3555,javascript html upload,"['javascript', 'html', 'upload']","['javascript', 'html']"
3556,iphone xib key-value-coding,"['iphone', 'xib', 'key-value-coding']",[]
3557,algorithm checksum error-checking data-consistency,"['algorithm', 'checksum', 'error-checking', 'data-consistency']",[]
3558,php unit-testing tdd,"['php', 'unit-testing', 'tdd']","['php', 'unit-testing']"
3559,wcf web-services,"['wcf', 'web-services']",[]
3560,c# xml,"['c#', 'xml']","['c#', 'xml']"
3561,.net wcf web-services,"['.net', 'wcf', 'web-services']",['.net']
3562,.net plugins interface-design,"['.net', 'plugins', 'interface-design']",['.net']
3563,sql postgresql,"['sql', 'postgresql']",['sql']
3564,actionscript-3 flash,"['actionscript-3', 'flash']",[]
3565,php codeigniter authentication model,"['php', 'codeigniter', 'authentication', 'model']",['php']
3566,.net console,"['.net', 'console']",['.net']
3567,xml https iis-7,"['xml', 'https', 'iis-7']",['xml']
3568,html css,"['html', 'css']","['html', 'css']"
3569,sql sql-server,"['sql', 'sql-server']","['sql', 'sql-server']"
3570,sql-server full-text-search,"['sql-server', 'full-text-search']",['sql-server']
3571,.net windows networking remoting,"['.net', 'windows', 'networking', 'remoting']","['.net', 'windows']"
3572,c# .net oop generics type-constraints,"['c#', '.net', 'oop', 'generics', 'type-constraints']","['c#', '.net']"
3573,sql database oracle ora-00942,"['sql', 'database', 'oracle', 'ora-00942']","['sql', 'database']"
3574,sql,['sql'],['sql']
3575,java eclipse-plugin findbugs,"['java', 'eclipse-plugin', 'findbugs']",['java']
3576,sql-server,['sql-server'],['sql-server']
3577,php,['php'],['php']
3578,jquery email,"['jquery', 'email']",[]
3579,java loops,"['java', 'loops']",['java']
3580,.net unit-testing testing automated-tests,"['.net', 'unit-testing', 'testing', 'automated-tests']","['.net', 'unit-testing']"
3581,visual-studio build,"['visual-studio', 'build']",['visual-studio']
3582,design-patterns,['design-patterns'],[]
3583,mysql backup,"['mysql', 'backup']",['mysql']
3584,java jakarta-ee,"['java', 'jakarta-ee']",['java']
3585,coldfusion railo cfml openbd,"['coldfusion', 'railo', 'cfml', 'openbd']",[]
3586,asp.net iis-7,"['asp.net', 'iis-7']",['asp.net']
3587,asp.net https response.redirect,"['asp.net', 'https', 'response.redirect']",['asp.net']
3588,standards coding-style,"['standards', 'coding-style']",[]
3589,http-post http-get,"['http-post', 'http-get']",[]
3590,language-agnostic goto,"['language-agnostic', 'goto']",['language-agnostic']
3591,windows batch-file,"['windows', 'batch-file']",['windows']
3592,java profiling web-applications,"['java', 'profiling', 'web-applications']",['java']
3593,java email gmail javamail mail-server,"['java', 'email', 'gmail', 'javamail', 'mail-server']",['java']
3594,db2,['db2'],[]
3595,javascript jquery,"['javascript', 'jquery']",['javascript']
3596,database entity-framework orm,"['database', 'entity-framework', 'orm']",['database']
3597,linux limits,"['linux', 'limits']",['linux']
3598,asp.net,['asp.net'],['asp.net']
3599,java compiler-construction,"['java', 'compiler-construction']",['java']
3600,asp.net image memorystream,"['asp.net', 'image', 'memorystream']",['asp.net']
3601,.net wpf image cursor,"['.net', 'wpf', 'image', 'cursor']",['.net']
3602,database visual-studio sql-server-ce visual-studio-2005,"['database', 'visual-studio', 'sql-server-ce', 'visual-studio-2005']","['database', 'visual-studio']"
3603,c# network-programming,"['c#', 'network-programming']",['c#']
3604,c# winforms user-interface,"['c#', 'winforms', 'user-interface']","['c#', 'winforms']"
3605,apache-flex browser cross-browser,"['apache-flex', 'browser', 'cross-browser']",[]
3606,java dictionary collections iteration,"['java', 'dictionary', 'collections', 'iteration']",['java']
3607,c# mutex,"['c#', 'mutex']",['c#']
3608,c# winforms trayicon,"['c#', 'winforms', 'trayicon']","['c#', 'winforms']"
3609,reference labview,"['reference', 'labview']",[]
3610,c# oop inheritance covariance contravariance,"['c#', 'oop', 'inheritance', 'covariance', 'contravariance']",['c#']
3611,silverlight multithreading data-binding,"['silverlight', 'multithreading', 'data-binding']",[]
3612,javascript css performance,"['javascript', 'css', 'performance']","['javascript', 'css', 'performance']"
3613,c# .net postgresql,"['c#', '.net', 'postgresql']","['c#', '.net']"
